focusLoc,locId,direction,time,n,category,name
19,7,to,9,6,Thrill Rides,Firefall
19,7,to,11,7,Thrill Rides,Firefall
19,7,to,27,2,Thrill Rides,Firefall
19,7,to,28,6,Thrill Rides,Firefall
19,7,to,29,5,Thrill Rides,Firefall
19,7,to,31,9,Thrill Rides,Firefall
19,7,to,32,3,Thrill Rides,Firefall
19,7,to,33,3,Thrill Rides,Firefall
19,7,to,35,17,Thrill Rides,Firefall
19,7,to,49,3,Thrill Rides,Firefall
19,7,to,50,2,Thrill Rides,Firefall
19,7,to,51,5,Thrill Rides,Firefall
19,7,to,52,1,Thrill Rides,Firefall
19,7,to,54,1,Thrill Rides,Firefall
19,7,to,55,15,Thrill Rides,Firefall
19,7,to,56,14,Thrill Rides,Firefall
19,7,to,58,2,Thrill Rides,Firefall
19,8,from,1,12,Thrill Rides,Atmosfear
19,8,from,2,7,Thrill Rides,Atmosfear
19,8,from,4,5,Thrill Rides,Atmosfear
19,8,from,5,8,Thrill Rides,Atmosfear
19,8,from,6,14,Thrill Rides,Atmosfear
19,8,from,7,3,Thrill Rides,Atmosfear
19,8,from,26,2,Thrill Rides,Atmosfear
19,8,from,27,16,Thrill Rides,Atmosfear
19,8,from,28,1,Thrill Rides,Atmosfear
19,8,from,29,7,Thrill Rides,Atmosfear
19,8,from,30,5,Thrill Rides,Atmosfear
19,8,from,31,19,Thrill Rides,Atmosfear
19,8,from,33,6,Thrill Rides,Atmosfear
19,8,from,34,13,Thrill Rides,Atmosfear
19,8,from,35,16,Thrill Rides,Atmosfear
19,8,from,36,1,Thrill Rides,Atmosfear
19,8,from,49,6,Thrill Rides,Atmosfear
19,8,from,50,14,Thrill Rides,Atmosfear
19,8,from,51,8,Thrill Rides,Atmosfear
19,8,from,52,4,Thrill Rides,Atmosfear
19,8,from,53,12,Thrill Rides,Atmosfear
19,8,from,54,11,Thrill Rides,Atmosfear
19,8,from,55,15,Thrill Rides,Atmosfear
19,8,from,56,1,Thrill Rides,Atmosfear
19,8,from,58,6,Thrill Rides,Atmosfear
19,8,from,59,4,Thrill Rides,Atmosfear
19,8,from,60,2,Thrill Rides,Atmosfear
19,8,to,2,8,Thrill Rides,Atmosfear
19,8,to,3,11,Thrill Rides,Atmosfear
19,8,to,5,7,Thrill Rides,Atmosfear
19,8,to,6,2,Thrill Rides,Atmosfear
19,8,to,7,3,Thrill Rides,Atmosfear
19,8,to,9,8,Thrill Rides,Atmosfear
19,8,to,10,6,Thrill Rides,Atmosfear
19,8,to,12,3,Thrill Rides,Atmosfear
19,8,to,25,1,Thrill Rides,Atmosfear
19,8,to,26,64,Thrill Rides,Atmosfear
19,8,to,27,5,Thrill Rides,Atmosfear
19,8,to,28,5,Thrill Rides,Atmosfear
19,8,to,29,8,Thrill Rides,Atmosfear
19,8,to,31,17,Thrill Rides,Atmosfear
19,8,to,32,2,Thrill Rides,Atmosfear
19,8,to,33,4,Thrill Rides,Atmosfear
19,8,to,34,12,Thrill Rides,Atmosfear
19,8,to,36,5,Thrill Rides,Atmosfear
19,8,to,50,16,Thrill Rides,Atmosfear
19,8,to,51,8,Thrill Rides,Atmosfear
19,8,to,53,6,Thrill Rides,Atmosfear
19,8,to,54,5,Thrill Rides,Atmosfear
19,8,to,55,13,Thrill Rides,Atmosfear
19,8,to,56,11,Thrill Rides,Atmosfear
19,8,to,57,10,Thrill Rides,Atmosfear
19,8,to,58,2,Thrill Rides,Atmosfear
19,8,to,59,3,Thrill Rides,Atmosfear
19,8,to,60,4,Thrill Rides,Atmosfear
19,81,from,2,5,Thrill Rides,Flight of the Swingodon
19,81,from,4,4,Thrill Rides,Flight of the Swingodon
19,81,from,5,4,Thrill Rides,Flight of the Swingodon
19,81,from,6,4,Thrill Rides,Flight of the Swingodon
19,81,from,8,4,Thrill Rides,Flight of the Swingodon
19,81,from,9,5,Thrill Rides,Flight of the Swingodon
19,81,from,10,7,Thrill Rides,Flight of the Swingodon
19,81,from,12,8,Thrill Rides,Flight of the Swingodon
19,81,from,25,9,Thrill Rides,Flight of the Swingodon
19,81,from,26,6,Thrill Rides,Flight of the Swingodon
19,81,from,28,1,Thrill Rides,Flight of the Swingodon
19,81,from,29,2,Thrill Rides,Flight of the Swingodon
19,81,from,31,6,Thrill Rides,Flight of the Swingodon
19,81,from,32,7,Thrill Rides,Flight of the Swingodon
19,81,from,33,2,Thrill Rides,Flight of the Swingodon
19,81,from,34,3,Thrill Rides,Flight of the Swingodon
19,81,from,35,13,Thrill Rides,Flight of the Swingodon
19,81,from,37,2,Thrill Rides,Flight of the Swingodon
19,81,from,38,4,Thrill Rides,Flight of the Swingodon
19,81,from,51,10,Thrill Rides,Flight of the Swingodon
19,81,from,52,10,Thrill Rides,Flight of the Swingodon
19,81,from,53,7,Thrill Rides,Flight of the Swingodon
19,81,from,54,3,Thrill Rides,Flight of the Swingodon
19,81,from,56,1,Thrill Rides,Flight of the Swingodon
19,81,from,58,5,Thrill Rides,Flight of the Swingodon
19,81,from,60,4,Thrill Rides,Flight of the Swingodon
19,81,to,2,11,Thrill Rides,Flight of the Swingodon
19,81,to,3,6,Thrill Rides,Flight of the Swingodon
19,81,to,4,12,Thrill Rides,Flight of the Swingodon
19,81,to,5,2,Thrill Rides,Flight of the Swingodon
19,81,to,7,18,Thrill Rides,Flight of the Swingodon
19,81,to,8,8,Thrill Rides,Flight of the Swingodon
19,81,to,9,12,Thrill Rides,Flight of the Swingodon
19,81,to,11,7,Thrill Rides,Flight of the Swingodon
19,81,to,14,31,Thrill Rides,Flight of the Swingodon
19,81,to,25,2,Thrill Rides,Flight of the Swingodon
19,81,to,26,5,Thrill Rides,Flight of the Swingodon
19,81,to,27,2,Thrill Rides,Flight of the Swingodon
19,81,to,28,4,Thrill Rides,Flight of the Swingodon
19,81,to,30,6,Thrill Rides,Flight of the Swingodon
19,81,to,31,8,Thrill Rides,Flight of the Swingodon
19,81,to,32,2,Thrill Rides,Flight of the Swingodon
19,81,to,34,2,Thrill Rides,Flight of the Swingodon
19,81,to,38,4,Thrill Rides,Flight of the Swingodon
19,81,to,49,1,Thrill Rides,Flight of the Swingodon
19,81,to,50,5,Thrill Rides,Flight of the Swingodon
19,81,to,51,5,Thrill Rides,Flight of the Swingodon
19,81,to,52,1,Thrill Rides,Flight of the Swingodon
19,81,to,53,6,Thrill Rides,Flight of the Swingodon
19,81,to,54,1,Thrill Rides,Flight of the Swingodon
19,81,to,55,5,Thrill Rides,Flight of the Swingodon
19,81,to,56,4,Thrill Rides,Flight of the Swingodon
19,81,to,57,9,Thrill Rides,Flight of the Swingodon
19,81,to,58,2,Thrill Rides,Flight of the Swingodon
19,81,to,59,2,Thrill Rides,Flight of the Swingodon
19,81,to,62,45,Thrill Rides,Flight of the Swingodon
19,9,from,2,3,Kiddie Rides,North Line
19,9,from,5,4,Kiddie Rides,North Line
19,9,from,6,6,Kiddie Rides,North Line
19,9,from,8,1,Kiddie Rides,North Line
19,9,from,9,6,Kiddie Rides,North Line
19,9,from,10,1,Kiddie Rides,North Line
19,9,from,13,4,Kiddie Rides,North Line
19,9,from,28,7,Kiddie Rides,North Line
19,9,from,29,2,Kiddie Rides,North Line
19,9,from,30,4,Kiddie Rides,North Line
19,9,from,32,2,Kiddie Rides,North Line
19,9,from,34,3,Kiddie Rides,North Line
19,9,from,50,5,Kiddie Rides,North Line
19,9,from,52,3,Kiddie Rides,North Line
19,9,from,53,2,Kiddie Rides,North Line
19,9,from,54,2,Kiddie Rides,North Line
19,9,from,55,2,Kiddie Rides,North Line
19,9,from,56,8,Kiddie Rides,North Line
19,9,from,57,8,Kiddie Rides,North Line
19,9,from,58,7,Kiddie Rides,North Line
19,9,from,59,2,Kiddie Rides,North Line
19,9,to,3,7,Kiddie Rides,North Line
19,9,to,9,4,Kiddie Rides,North Line
19,9,to,25,7,Kiddie Rides,North Line
19,9,to,29,2,Kiddie Rides,North Line
19,9,to,30,1,Kiddie Rides,North Line
19,9,to,31,5,Kiddie Rides,North Line
19,9,to,32,4,Kiddie Rides,North Line
19,9,to,50,2,Kiddie Rides,North Line
19,9,to,52,2,Kiddie Rides,North Line
19,9,to,53,1,Kiddie Rides,North Line
19,9,to,54,6,Kiddie Rides,North Line
19,9,to,55,2,Kiddie Rides,North Line
19,9,to,59,1,Kiddie Rides,North Line
19,EE,from,1,4,Other,Entrance East
19,EE,from,2,4,Other,Entrance East
19,EE,from,25,12,Other,Entrance East
19,EE,from,26,7,Other,Entrance East
19,EE,from,32,3,Other,Entrance East
19,EE,from,33,3,Other,Entrance East
19,EE,from,49,27,Other,Entrance East
19,EE,from,50,13,Other,Entrance East
19,EE,from,56,3,Other,Entrance East
19,EE,to,27,3,Other,Entrance East
19,EN,from,1,11,Other,Entrance North
19,EN,from,2,3,Other,Entrance North
19,EN,from,25,26,Other,Entrance North
19,EN,from,26,22,Other,Entrance North
19,EN,from,27,5,Other,Entrance North
19,EN,from,49,27,Other,Entrance North
19,EN,from,50,57,Other,Entrance North
19,EW,from,2,20,Other,Entrance West
19,EW,from,25,6,Other,Entrance West
19,EW,from,26,2,Other,Entrance West
19,EW,from,49,7,Other,Entrance West
19,EW,from,50,3,Other,Entrance West
19,EW,from,54,6,Other,Entrance West
19,EW,from,56,3,Other,Entrance West
19,EW,from,58,4,Other,Entrance West
19,OP,to,10,3,Other,Outside Park
19,OP,to,11,1,Other,Outside Park
19,OP,to,12,3,Other,Outside Park
19,OP,to,15,37,Other,Outside Park
19,OP,to,30,9,Other,Outside Park
19,OP,to,31,3,Other,Outside Park
19,OP,to,32,4,Other,Outside Park
19,OP,to,33,2,Other,Outside Park
19,OP,to,35,2,Other,Outside Park
19,OP,to,36,7,Other,Outside Park
19,OP,to,38,8,Other,Outside Park
19,OP,to,54,4,Other,Outside Park
19,OP,to,55,3,Other,Outside Park
19,OP,to,57,11,Other,Outside Park
19,OP,to,58,5,Other,Outside Park
19,OP,to,59,8,Other,Outside Park
19,OP,to,60,17,Other,Outside Park
19,OP,to,61,4,Other,Outside Park
19,OP,to,62,1,Other,Outside Park
2,1,from,1,4,Thrill Rides,Wrightiraptor Mountain
2,1,from,2,62,Thrill Rides,Wrightiraptor Mountain
2,1,from,3,29,Thrill Rides,Wrightiraptor Mountain
2,1,from,4,11,Thrill Rides,Wrightiraptor Mountain
2,1,from,5,5,Thrill Rides,Wrightiraptor Mountain
2,1,from,6,32,Thrill Rides,Wrightiraptor Mountain
2,1,from,7,21,Thrill Rides,Wrightiraptor Mountain
2,1,from,8,15,Thrill Rides,Wrightiraptor Mountain
2,1,from,9,23,Thrill Rides,Wrightiraptor Mountain
2,1,from,10,28,Thrill Rides,Wrightiraptor Mountain
2,1,from,11,12,Thrill Rides,Wrightiraptor Mountain
2,1,from,13,9,Thrill Rides,Wrightiraptor Mountain
2,1,from,14,4,Thrill Rides,Wrightiraptor Mountain
2,1,from,25,23,Thrill Rides,Wrightiraptor Mountain
2,1,from,26,20,Thrill Rides,Wrightiraptor Mountain
2,1,from,27,33,Thrill Rides,Wrightiraptor Mountain
2,1,from,28,33,Thrill Rides,Wrightiraptor Mountain
2,1,from,29,44,Thrill Rides,Wrightiraptor Mountain
2,1,from,30,30,Thrill Rides,Wrightiraptor Mountain
2,1,from,31,24,Thrill Rides,Wrightiraptor Mountain
2,1,from,32,32,Thrill Rides,Wrightiraptor Mountain
2,1,from,33,20,Thrill Rides,Wrightiraptor Mountain
2,1,from,34,34,Thrill Rides,Wrightiraptor Mountain
2,1,from,35,36,Thrill Rides,Wrightiraptor Mountain
2,1,from,36,15,Thrill Rides,Wrightiraptor Mountain
2,1,from,37,16,Thrill Rides,Wrightiraptor Mountain
2,1,from,38,3,Thrill Rides,Wrightiraptor Mountain
2,1,from,39,10,Thrill Rides,Wrightiraptor Mountain
2,1,from,49,10,Thrill Rides,Wrightiraptor Mountain
2,1,from,50,25,Thrill Rides,Wrightiraptor Mountain
2,1,from,51,48,Thrill Rides,Wrightiraptor Mountain
2,1,from,52,63,Thrill Rides,Wrightiraptor Mountain
2,1,from,53,44,Thrill Rides,Wrightiraptor Mountain
2,1,from,54,63,Thrill Rides,Wrightiraptor Mountain
2,1,from,55,43,Thrill Rides,Wrightiraptor Mountain
2,1,from,56,26,Thrill Rides,Wrightiraptor Mountain
2,1,from,57,27,Thrill Rides,Wrightiraptor Mountain
2,1,from,58,17,Thrill Rides,Wrightiraptor Mountain
2,1,from,59,35,Thrill Rides,Wrightiraptor Mountain
2,1,from,60,20,Thrill Rides,Wrightiraptor Mountain
2,1,from,61,15,Thrill Rides,Wrightiraptor Mountain
2,1,from,62,19,Thrill Rides,Wrightiraptor Mountain
2,1,from,63,3,Thrill Rides,Wrightiraptor Mountain
2,1,to,2,77,Thrill Rides,Wrightiraptor Mountain
2,1,to,3,44,Thrill Rides,Wrightiraptor Mountain
2,1,to,4,33,Thrill Rides,Wrightiraptor Mountain
2,1,to,5,28,Thrill Rides,Wrightiraptor Mountain
2,1,to,6,24,Thrill Rides,Wrightiraptor Mountain
2,1,to,7,17,Thrill Rides,Wrightiraptor Mountain
2,1,to,8,25,Thrill Rides,Wrightiraptor Mountain
2,1,to,9,31,Thrill Rides,Wrightiraptor Mountain
2,1,to,10,50,Thrill Rides,Wrightiraptor Mountain
2,1,to,11,16,Thrill Rides,Wrightiraptor Mountain
2,1,to,13,14,Thrill Rides,Wrightiraptor Mountain
2,1,to,14,7,Thrill Rides,Wrightiraptor Mountain
2,1,to,15,3,Thrill Rides,Wrightiraptor Mountain
2,1,to,25,28,Thrill Rides,Wrightiraptor Mountain
2,1,to,26,22,Thrill Rides,Wrightiraptor Mountain
2,1,to,27,56,Thrill Rides,Wrightiraptor Mountain
2,1,to,28,22,Thrill Rides,Wrightiraptor Mountain
2,1,to,29,58,Thrill Rides,Wrightiraptor Mountain
2,1,to,30,30,Thrill Rides,Wrightiraptor Mountain
2,1,to,31,15,Thrill Rides,Wrightiraptor Mountain
2,1,to,32,33,Thrill Rides,Wrightiraptor Mountain
2,1,to,33,19,Thrill Rides,Wrightiraptor Mountain
2,1,to,34,18,Thrill Rides,Wrightiraptor Mountain
2,1,to,35,22,Thrill Rides,Wrightiraptor Mountain
2,1,to,36,4,Thrill Rides,Wrightiraptor Mountain
2,1,to,37,8,Thrill Rides,Wrightiraptor Mountain
2,1,to,38,8,Thrill Rides,Wrightiraptor Mountain
2,1,to,49,13,Thrill Rides,Wrightiraptor Mountain
2,1,to,50,20,Thrill Rides,Wrightiraptor Mountain
2,1,to,51,40,Thrill Rides,Wrightiraptor Mountain
2,1,to,52,67,Thrill Rides,Wrightiraptor Mountain
2,1,to,53,104,Thrill Rides,Wrightiraptor Mountain
2,1,to,54,46,Thrill Rides,Wrightiraptor Mountain
2,1,to,55,17,Thrill Rides,Wrightiraptor Mountain
2,1,to,56,64,Thrill Rides,Wrightiraptor Mountain
2,1,to,57,80,Thrill Rides,Wrightiraptor Mountain
2,1,to,58,25,Thrill Rides,Wrightiraptor Mountain
2,1,to,59,17,Thrill Rides,Wrightiraptor Mountain
2,1,to,60,23,Thrill Rides,Wrightiraptor Mountain
2,1,to,61,39,Thrill Rides,Wrightiraptor Mountain
2,1,to,62,61,Thrill Rides,Wrightiraptor Mountain
2,10,from,3,10,Kiddie Rides,Jeredactyl Jump
2,10,from,4,8,Kiddie Rides,Jeredactyl Jump
2,10,from,5,5,Kiddie Rides,Jeredactyl Jump
2,10,from,8,7,Kiddie Rides,Jeredactyl Jump
2,10,from,10,5,Kiddie Rides,Jeredactyl Jump
2,10,from,11,2,Kiddie Rides,Jeredactyl Jump
2,10,from,25,5,Kiddie Rides,Jeredactyl Jump
2,10,from,28,13,Kiddie Rides,Jeredactyl Jump
2,10,from,29,3,Kiddie Rides,Jeredactyl Jump
2,10,from,30,6,Kiddie Rides,Jeredactyl Jump
2,10,from,31,2,Kiddie Rides,Jeredactyl Jump
2,10,from,33,19,Kiddie Rides,Jeredactyl Jump
2,10,from,34,18,Kiddie Rides,Jeredactyl Jump
2,10,from,35,15,Kiddie Rides,Jeredactyl Jump
2,10,from,36,2,Kiddie Rides,Jeredactyl Jump
2,10,from,50,11,Kiddie Rides,Jeredactyl Jump
2,10,from,51,4,Kiddie Rides,Jeredactyl Jump
2,10,from,52,11,Kiddie Rides,Jeredactyl Jump
2,10,from,53,8,Kiddie Rides,Jeredactyl Jump
2,10,from,54,7,Kiddie Rides,Jeredactyl Jump
2,10,from,55,18,Kiddie Rides,Jeredactyl Jump
2,10,from,56,3,Kiddie Rides,Jeredactyl Jump
2,10,from,57,12,Kiddie Rides,Jeredactyl Jump
2,10,from,58,10,Kiddie Rides,Jeredactyl Jump
2,10,from,60,14,Kiddie Rides,Jeredactyl Jump
2,10,to,2,8,Kiddie Rides,Jeredactyl Jump
2,10,to,4,4,Kiddie Rides,Jeredactyl Jump
2,10,to,5,2,Kiddie Rides,Jeredactyl Jump
2,10,to,8,6,Kiddie Rides,Jeredactyl Jump
2,10,to,9,3,Kiddie Rides,Jeredactyl Jump
2,10,to,10,11,Kiddie Rides,Jeredactyl Jump
2,10,to,25,4,Kiddie Rides,Jeredactyl Jump
2,10,to,26,23,Kiddie Rides,Jeredactyl Jump
2,10,to,27,3,Kiddie Rides,Jeredactyl Jump
2,10,to,28,11,Kiddie Rides,Jeredactyl Jump
2,10,to,29,5,Kiddie Rides,Jeredactyl Jump
2,10,to,30,3,Kiddie Rides,Jeredactyl Jump
2,10,to,32,5,Kiddie Rides,Jeredactyl Jump
2,10,to,35,7,Kiddie Rides,Jeredactyl Jump
2,10,to,36,4,Kiddie Rides,Jeredactyl Jump
2,10,to,49,5,Kiddie Rides,Jeredactyl Jump
2,10,to,50,9,Kiddie Rides,Jeredactyl Jump
2,10,to,51,7,Kiddie Rides,Jeredactyl Jump
2,10,to,52,4,Kiddie Rides,Jeredactyl Jump
2,10,to,53,10,Kiddie Rides,Jeredactyl Jump
2,10,to,54,5,Kiddie Rides,Jeredactyl Jump
2,10,to,55,2,Kiddie Rides,Jeredactyl Jump
2,10,to,56,7,Kiddie Rides,Jeredactyl Jump
2,10,to,57,1,Kiddie Rides,Jeredactyl Jump
2,10,to,58,6,Kiddie Rides,Jeredactyl Jump
2,10,to,59,12,Kiddie Rides,Jeredactyl Jump
2,11,from,2,3,Kiddie Rides,Sauroma Bumpers
2,11,from,3,4,Kiddie Rides,Sauroma Bumpers
2,11,from,4,3,Kiddie Rides,Sauroma Bumpers
2,11,from,8,11,Kiddie Rides,Sauroma Bumpers
2,11,from,9,3,Kiddie Rides,Sauroma Bumpers
2,11,from,10,1,Kiddie Rides,Sauroma Bumpers
2,11,from,25,9,Kiddie Rides,Sauroma Bumpers
2,11,from,26,9,Kiddie Rides,Sauroma Bumpers
2,11,from,27,6,Kiddie Rides,Sauroma Bumpers
2,11,from,28,1,Kiddie Rides,Sauroma Bumpers
2,11,from,29,14,Kiddie Rides,Sauroma Bumpers
2,11,from,30,3,Kiddie Rides,Sauroma Bumpers
2,11,from,31,10,Kiddie Rides,Sauroma Bumpers
2,11,from,32,7,Kiddie Rides,Sauroma Bumpers
2,11,from,33,1,Kiddie Rides,Sauroma Bumpers
2,11,from,34,5,Kiddie Rides,Sauroma Bumpers
2,11,from,35,3,Kiddie Rides,Sauroma Bumpers
2,11,from,36,4,Kiddie Rides,Sauroma Bumpers
2,11,from,50,12,Kiddie Rides,Sauroma Bumpers
2,11,from,51,11,Kiddie Rides,Sauroma Bumpers
2,11,from,52,7,Kiddie Rides,Sauroma Bumpers
2,11,from,53,5,Kiddie Rides,Sauroma Bumpers
2,11,from,54,5,Kiddie Rides,Sauroma Bumpers
2,11,from,55,4,Kiddie Rides,Sauroma Bumpers
2,11,from,56,10,Kiddie Rides,Sauroma Bumpers
2,11,from,57,11,Kiddie Rides,Sauroma Bumpers
2,11,from,58,6,Kiddie Rides,Sauroma Bumpers
2,11,from,59,7,Kiddie Rides,Sauroma Bumpers
2,11,from,61,1,Kiddie Rides,Sauroma Bumpers
2,11,from,63,4,Kiddie Rides,Sauroma Bumpers
2,11,to,2,4,Kiddie Rides,Sauroma Bumpers
2,11,to,6,6,Kiddie Rides,Sauroma Bumpers
2,11,to,7,4,Kiddie Rides,Sauroma Bumpers
2,11,to,9,10,Kiddie Rides,Sauroma Bumpers
2,11,to,10,3,Kiddie Rides,Sauroma Bumpers
2,11,to,25,11,Kiddie Rides,Sauroma Bumpers
2,11,to,26,7,Kiddie Rides,Sauroma Bumpers
2,11,to,27,16,Kiddie Rides,Sauroma Bumpers
2,11,to,28,14,Kiddie Rides,Sauroma Bumpers
2,11,to,29,1,Kiddie Rides,Sauroma Bumpers
2,11,to,30,2,Kiddie Rides,Sauroma Bumpers
2,11,to,32,5,Kiddie Rides,Sauroma Bumpers
2,11,to,33,16,Kiddie Rides,Sauroma Bumpers
2,11,to,34,3,Kiddie Rides,Sauroma Bumpers
2,11,to,35,2,Kiddie Rides,Sauroma Bumpers
2,11,to,36,6,Kiddie Rides,Sauroma Bumpers
2,11,to,50,14,Kiddie Rides,Sauroma Bumpers
2,11,to,51,2,Kiddie Rides,Sauroma Bumpers
2,11,to,52,1,Kiddie Rides,Sauroma Bumpers
2,11,to,53,5,Kiddie Rides,Sauroma Bumpers
2,11,to,54,14,Kiddie Rides,Sauroma Bumpers
2,11,to,55,18,Kiddie Rides,Sauroma Bumpers
2,11,to,56,19,Kiddie Rides,Sauroma Bumpers
2,11,to,57,2,Kiddie Rides,Sauroma Bumpers
2,11,to,58,4,Kiddie Rides,Sauroma Bumpers
2,11,to,59,31,Kiddie Rides,Sauroma Bumpers
2,11,to,62,5,Kiddie Rides,Sauroma Bumpers
2,12,from,4,2,Kiddie Rides,Flying TyrAndrienkos
2,12,from,5,14,Kiddie Rides,Flying TyrAndrienkos
2,12,from,6,4,Kiddie Rides,Flying TyrAndrienkos
2,12,from,8,7,Kiddie Rides,Flying TyrAndrienkos
2,12,from,10,2,Kiddie Rides,Flying TyrAndrienkos
2,12,from,11,8,Kiddie Rides,Flying TyrAndrienkos
2,12,from,13,5,Kiddie Rides,Flying TyrAndrienkos
2,12,from,14,4,Kiddie Rides,Flying TyrAndrienkos
2,12,from,26,10,Kiddie Rides,Flying TyrAndrienkos
2,12,from,29,16,Kiddie Rides,Flying TyrAndrienkos
2,12,from,30,5,Kiddie Rides,Flying TyrAndrienkos
2,12,from,31,6,Kiddie Rides,Flying TyrAndrienkos
2,12,from,32,2,Kiddie Rides,Flying TyrAndrienkos
2,12,from,33,4,Kiddie Rides,Flying TyrAndrienkos
2,12,from,34,15,Kiddie Rides,Flying TyrAndrienkos
2,12,from,35,1,Kiddie Rides,Flying TyrAndrienkos
2,12,from,37,40,Kiddie Rides,Flying TyrAndrienkos
2,12,from,49,5,Kiddie Rides,Flying TyrAndrienkos
2,12,from,50,17,Kiddie Rides,Flying TyrAndrienkos
2,12,from,51,1,Kiddie Rides,Flying TyrAndrienkos
2,12,from,52,6,Kiddie Rides,Flying TyrAndrienkos
2,12,from,53,4,Kiddie Rides,Flying TyrAndrienkos
2,12,from,54,10,Kiddie Rides,Flying TyrAndrienkos
2,12,from,55,7,Kiddie Rides,Flying TyrAndrienkos
2,12,from,56,6,Kiddie Rides,Flying TyrAndrienkos
2,12,from,57,1,Kiddie Rides,Flying TyrAndrienkos
2,12,from,58,11,Kiddie Rides,Flying TyrAndrienkos
2,12,from,59,1,Kiddie Rides,Flying TyrAndrienkos
2,12,to,2,5,Kiddie Rides,Flying TyrAndrienkos
2,12,to,5,12,Kiddie Rides,Flying TyrAndrienkos
2,12,to,6,4,Kiddie Rides,Flying TyrAndrienkos
2,12,to,7,2,Kiddie Rides,Flying TyrAndrienkos
2,12,to,9,3,Kiddie Rides,Flying TyrAndrienkos
2,12,to,11,2,Kiddie Rides,Flying TyrAndrienkos
2,12,to,25,11,Kiddie Rides,Flying TyrAndrienkos
2,12,to,26,7,Kiddie Rides,Flying TyrAndrienkos
2,12,to,27,3,Kiddie Rides,Flying TyrAndrienkos
2,12,to,28,14,Kiddie Rides,Flying TyrAndrienkos
2,12,to,30,2,Kiddie Rides,Flying TyrAndrienkos
2,12,to,31,3,Kiddie Rides,Flying TyrAndrienkos
2,12,to,32,4,Kiddie Rides,Flying TyrAndrienkos
2,12,to,33,41,Kiddie Rides,Flying TyrAndrienkos
2,12,to,49,3,Kiddie Rides,Flying TyrAndrienkos
2,12,to,50,7,Kiddie Rides,Flying TyrAndrienkos
2,12,to,51,1,Kiddie Rides,Flying TyrAndrienkos
2,12,to,52,17,Kiddie Rides,Flying TyrAndrienkos
2,12,to,53,18,Kiddie Rides,Flying TyrAndrienkos
2,12,to,54,4,Kiddie Rides,Flying TyrAndrienkos
2,12,to,55,8,Kiddie Rides,Flying TyrAndrienkos
2,12,to,56,8,Kiddie Rides,Flying TyrAndrienkos
2,12,to,58,9,Kiddie Rides,Flying TyrAndrienkos
2,12,to,60,10,Kiddie Rides,Flying TyrAndrienkos
2,13,from,2,8,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,3,5,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,4,9,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,8,13,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,9,7,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,26,16,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,27,7,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,28,2,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,29,13,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,30,1,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,31,9,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,32,5,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,33,4,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,34,13,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,35,5,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,36,1,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,49,3,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,50,11,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,51,16,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,52,11,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,53,16,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,54,6,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,55,3,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,56,7,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,57,5,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,58,6,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,59,10,Kiddie Rides,Cyndisaurus Asteroid
2,13,from,60,2,Kiddie Rides,Cyndisaurus Asteroid
2,13,to,4,13,Kiddie Rides,Cyndisaurus Asteroid
2,13,to,6,7,Kiddie Rides,Cyndisaurus Asteroid
2,13,to,7,4,Kiddie Rides,Cyndisaurus Asteroid
2,13,to,9,3,Kiddie Rides,Cyndisaurus Asteroid
2,13,to,10,6,Kiddie Rides,Cyndisaurus Asteroid
2,13,to,26,4,Kiddie Rides,Cyndisaurus Asteroid
2,13,to,28,13,Kiddie Rides,Cyndisaurus Asteroid
2,13,to,29,8,Kiddie Rides,Cyndisaurus Asteroid
2,13,to,30,15,Kiddie Rides,Cyndisaurus Asteroid
2,13,to,32,1,Kiddie Rides,Cyndisaurus Asteroid
2,13,to,33,15,Kiddie Rides,Cyndisaurus Asteroid
2,13,to,34,9,Kiddie Rides,Cyndisaurus Asteroid
2,13,to,35,5,Kiddie Rides,Cyndisaurus Asteroid
2,13,to,50,3,Kiddie Rides,Cyndisaurus Asteroid
2,13,to,51,2,Kiddie Rides,Cyndisaurus Asteroid
