timeBin,x,y,n
11,15,47,10
11,15,66,39
11,15,67,51
11,16,39,29
11,16,40,631
11,16,41,715
11,16,42,428
11,16,43,309
11,16,44,725
11,16,45,611
11,16,46,809
11,16,47,746
11,16,48,20
11,16,49,70
11,16,66,300
11,16,67,34
11,17,38,20
11,17,39,957
11,17,40,426
11,17,42,285
11,17,43,472
11,17,47,618
11,17,48,1238
11,17,49,21
11,17,50,43
11,17,66,240
11,17,67,318
11,18,37,11
11,18,38,963
11,18,49,1243
11,18,50,22
11,18,51,29
11,18,66,315
11,18,67,295
11,19,37,699
11,19,38,181
11,19,39,154
11,19,50,1255
11,19,51,25
11,19,52,17
11,19,66,293
11,19,67,315
11,20,36,713
11,20,37,85
11,20,38,162
11,20,39,187
11,20,51,1273
11,20,52,30
11,20,66,311
11,20,67,309
11,21,21,99
11,21,22,229
11,21,23,212
11,21,24,224
11,21,25,224
11,21,26,254
11,21,27,207
11,21,28,259
11,21,29,244
11,21,30,256
11,21,31,252
11,21,32,275
11,21,33,323
11,21,34,308
11,21,35,738
11,21,36,198
11,21,37,434
11,21,38,149
11,21,39,148
11,21,40,76
11,21,51,415
11,21,52,1002
11,21,66,307
11,21,67,307
11,22,20,135
11,22,21,339
11,22,22,215
11,22,23,242
11,22,24,224
11,22,25,216
11,22,26,201
11,22,27,293
11,22,28,249
11,22,29,261
11,22,30,255
11,22,31,257
11,22,32,234
11,22,33,258
11,22,34,536
11,22,35,119
11,22,38,560
11,22,39,163
11,22,40,58
11,22,52,603
11,22,53,887
11,22,66,309
11,22,67,309
11,23,19,162
11,23,20,319
11,23,38,405
11,23,39,403
11,23,53,686
11,23,54,851
11,23,66,359
11,23,67,311
11,24,18,179
11,24,19,301
11,24,38,543
11,24,39,255
11,24,54,789
11,24,55,767
11,24,66,358
11,24,67,365
11,25,17,201
11,25,18,285
11,25,37,425
11,25,38,236
11,25,39,173
11,25,55,828
11,25,56,739
11,25,57,17
11,25,66,358
11,25,67,353
11,26,16,233
11,26,17,255
11,26,36,308
11,26,37,239
11,26,38,291
11,26,56,844
11,26,57,712
11,26,58,27
11,26,59,78
11,26,66,362
11,26,67,363
11,27,15,390
11,27,16,163
11,27,17,67
11,27,35,176
11,27,36,259
11,27,37,391
11,27,57,887
11,27,58,718
11,27,59,43
11,27,66,338
11,27,67,359
11,28,16,409
11,28,35,262
11,28,36,542
11,28,58,966
11,28,59,605
11,28,66,438
11,28,67,367
11,29,15,243
11,29,16,235
11,29,35,417
11,29,36,389
11,29,58,488
11,29,59,709
11,29,60,402
11,29,66,392
11,29,67,591
11,30,15,246
11,30,16,222
11,30,35,538
11,30,36,240
11,30,59,739
11,30,60,847
11,30,66,550
11,30,67,534
11,31,15,222
11,31,16,234
11,31,34,496
11,31,35,153
11,31,36,284
11,31,59,125
11,31,60,801
11,31,61,669
11,31,66,601
11,31,67,482
11,32,15,244
11,32,16,232
11,32,33,408
11,32,34,199
11,32,35,513
11,32,36,208
11,32,37,147
11,32,60,197
11,32,61,952
11,32,62,414
11,32,65,299
11,32,66,521
11,32,67,529
11,33,15,232
11,33,16,231
11,33,36,631
11,33,37,223
11,33,61,279
11,33,62,1170
11,33,65,798
11,33,66,381
11,33,67,644
11,33,68,925
11,33,69,740
11,34,15,245
11,34,16,216
11,34,36,284
11,34,37,487
11,34,38,124
11,34,61,165
11,34,62,198
11,34,63,1138
11,34,64,950
11,34,65,423
11,34,66,908
11,34,67,536
11,34,68,592
11,34,69,763
11,34,70,1296
11,35,15,219
11,35,16,239
11,35,37,490
11,35,38,397
11,35,62,277
11,35,63,353
11,35,64,487
11,35,65,791
11,35,71,1294
11,36,15,190
11,36,16,286
11,36,37,400
11,36,38,403
11,36,39,101
11,36,62,355
11,36,63,347
11,36,64,654
11,36,72,1294
11,37,16,287
11,37,17,185
11,37,37,540
11,37,38,351
11,37,62,506
11,37,63,806
11,37,73,1292
11,38,16,241
11,38,17,225
11,38,36,338
11,38,37,528
11,38,38,36
11,38,61,282
11,38,62,734
11,38,63,339
11,38,73,586
11,38,74,908
11,38,90,335
11,38,91,354
11,39,16,226
11,39,17,244
11,39,36,760
11,39,37,68
11,39,61,818
11,39,62,531
11,39,73,337
11,39,74,723
11,39,75,521
11,39,92,354
11,40,17,402
11,40,35,732
11,40,36,42
11,40,37,43
11,40,38,29
11,40,60,731
11,40,61,572
11,40,62,70
11,40,74,600
11,40,75,945
11,40,93,354
11,41,17,34
11,41,18,384
11,41,34,737
11,41,35,23
11,41,36,64
11,41,37,50
11,41,38,31
11,41,59,686
11,41,60,579
11,41,61,114
11,41,74,52
11,41,75,702
11,41,76,838
11,41,94,354
11,42,18,149
11,42,19,450
11,42,20,361
11,42,21,300
11,42,32,72
11,42,33,746
11,42,34,25
11,42,35,36
11,42,36,34
11,42,37,98
11,42,58,644
11,42,59,609
11,42,60,220
11,42,75,87
11,42,76,799
11,42,77,733
11,42,94,354
11,43,17,190
11,43,18,98
11,43,19,202
11,43,20,355
11,43,21,435
11,43,22,445
11,43,23,261
11,43,31,113
11,43,32,712
11,43,33,24
11,43,34,31
11,43,56,78
11,43,57,632
11,43,58,652
11,43,59,116
11,43,75,84
11,43,76,42
11,43,77,838
11,43,78,645
11,43,92,183
11,43,93,354
11,44,16,221
11,44,17,76
11,44,18,187
11,44,22,297
11,44,23,463
11,44,24,407
11,44,25,700
11,44,29,76
11,44,30,150
11,44,31,693
11,44,32,31
11,44,33,17
11,44,56,591
11,44,57,708
11,44,58,90
11,44,76,55
11,44,77,29
11,44,78,988
11,44,79,407
11,44,90,167
11,44,91,269
11,44,92,331
11,45,15,237
11,45,16,54
11,45,17,180
11,45,24,533
11,45,25,524
11,45,26,1027
11,45,27,110
11,45,28,136
11,45,29,108
11,45,30,678
11,45,31,18
11,45,55,555
11,45,56,747
11,45,57,61
11,45,77,55
11,45,78,28
11,45,79,1205
11,45,89,252
11,45,90,215
11,45,91,302
11,46,14,244
11,46,15,65
11,46,16,167
11,46,27,1015
11,46,28,80
11,46,29,649
11,46,54,509
11,46,55,801
11,46,56,44
11,46,78,57
11,46,79,26
11,46,80,1217
11,46,81,229
11,46,82,192
11,46,83,175
11,46,84,159
11,46,85,164
11,46,86,166
11,46,87,213
11,46,88,305
11,46,89,207
11,46,90,238
11,47,11,254
11,47,12,182
11,47,13,251
11,47,14,90
11,47,15,131
11,47,27,471
11,47,28,981
11,47,29,322
11,47,53,456
11,47,54,835
11,47,79,72
11,47,80,28
11,47,81,1129
11,47,82,206
11,47,83,203
11,47,84,197
11,47,85,215
11,47,86,317
11,47,87,237
11,47,88,245
11,47,89,146
11,48,12,191
11,48,13,93
11,48,14,76
11,48,28,953
11,48,29,763
11,48,52,292
11,48,53,630
11,48,54,418
11,48,82,987
11,48,83,122
11,48,84,132
11,48,85,327
11,48,86,210
11,48,87,201
11,49,28,836
11,49,29,906
11,49,52,680
11,49,53,623
11,49,83,913
11,49,84,268
11,50,28,863
11,50,29,902
11,50,51,537
11,50,52,466
11,50,53,369
11,50,83,441
11,50,84,682
11,51,28,873
11,51,29,880
11,51,50,359
11,51,51,460
11,51,52,566
11,51,83,311
11,51,84,480
11,51,85,389
11,52,28,648
11,52,29,1091
11,52,50,665
11,52,51,684
11,52,84,585
11,52,85,588
11,53,29,917
11,53,30,844
11,53,49,580
11,53,50,563
11,53,51,248
11,53,85,790
11,53,86,359
11,54,29,585
11,54,30,800
11,54,31,480
11,54,48,480
11,54,49,545
11,54,50,376
11,54,85,458
11,54,86,709
11,55,30,1035
11,55,31,690
11,55,47,313
11,55,48,622
11,55,49,465
11,55,50,139
11,55,86,705
11,55,87,463
11,56,30,719
11,56,31,1026
11,56,47,847
11,56,48,493
11,56,86,749
11,56,87,382
11,57,30,533
11,57,31,740
11,57,32,586
11,57,46,846
11,57,47,509
11,57,58,163
11,57,59,142
11,57,60,132
11,57,61,134
11,57,62,141
11,57,63,148
11,57,64,254
11,57,65,101
11,57,66,86
11,57,67,68
11,57,68,88
11,57,69,149
11,57,70,140
11,57,71,136
11,57,72,137
11,57,73,172
11,57,74,168
11,57,75,168
11,57,76,162
11,57,77,121
11,57,78,100
11,57,79,103
11,57,80,239
11,57,81,262
11,57,82,293
11,57,83,281
11,57,84,286
11,57,85,562
11,57,86,157
11,57,87,273
11,57,88,192
11,58,31,1001
11,58,32,707
11,58,45,836
11,58,46,527
11,58,57,260
11,58,58,120
11,58,59,135
11,58,60,146
11,58,61,144
11,58,62,140
11,58,63,134
11,58,64,57
11,58,65,184
11,58,66,87
11,58,67,95
11,58,68,212
11,58,69,153
11,58,70,161
11,58,71,158
11,58,72,159
11,58,73,132
11,58,74,148
11,58,75,140
11,58,76,145
11,58,77,187
11,58,78,122
11,58,79,190
11,58,80,345
11,58,81,289
11,58,82,263
11,58,83,266
11,58,84,265
11,58,85,11
11,58,86,193
11,58,87,231
11,58,88,292
11,59,31,707
11,59,32,1008
11,59,44,814
11,59,45,561
11,59,46,19
11,59,56,261
11,59,66,119
11,59,67,140
11,59,78,107
11,59,79,286
11,59,87,314
11,59,88,215
11,59,89,171
11,60,31,233
11,60,32,948
11,60,33,601
11,60,37,96
11,60,43,779
11,60,44,606
11,60,45,10
11,60,55,143
11,60,56,137
11,60,66,85
11,60,67,91
11,60,78,156
11,60,79,145
11,60,87,222
11,60,88,313
11,60,89,133
11,61,30,128
11,61,31,112
11,61,32,185
11,61,33,1247
11,61,36,276
11,61,37,36
11,61,42,751
11,61,43,716
11,61,55,145
11,61,56,136
11,61,66,77
11,61,67,99
11,61,78,144
11,61,79,160
11,61,87,199
11,61,88,276
11,61,89,193
11,62,29,72
11,62,30,65
11,62,31,188
11,62,32,169
11,62,33,161
11,62,34,1255
11,62,35,642
11,62,36,381
11,62,37,547
11,62,41,807
11,62,42,399
11,62,43,350
11,62,44,533
11,62,45,236
11,62,55,138
11,62,56,143
11,62,66,81
11,62,67,96
11,62,78,149
11,62,79,148
11,62,87,219
11,62,88,242
11,62,89,128
11,62,90,69
11,63,28,69
11,63,29,6
11,63,30,123
11,63,31,249
11,63,32,190
11,63,33,178
11,63,34,160
11,63,35,851
11,63,36,493
11,63,37,470
11,63,38,912
11,63,39,817
11,63,40,965
11,63,41,449
11,63,42,444
11,63,43,521
11,63,44,540
11,63,45,434
11,63,46,455
11,63,55,145
11,63,56,138
11,63,66,93
11,63,67,90
11,63,78,150
11,63,79,143
11,63,87,242
11,63,88,246
11,63,89,142
11,63,91,30
11,63,96,8
11,63,97,17
11,63,98,22
11,63,99,30
11,64,27,64
11,64,28,10
11,64,29,179
11,64,30,73
11,64,32,303
11,64,33,225
11,64,36,509
11,64,37,373
11,64,38,667
11,64,39,762
11,64,40,726
11,64,41,433
11,64,42,530
11,64,43,684
11,64,44,382
11,64,45,498
11,64,46,386
11,64,47,601
11,64,55,262
11,64,56,3
11,64,66,83
11,64,67,96
11,64,78,141
11,64,79,155
11,64,87,279
11,64,88,340
11,64,92,31
11,64,93,18
11,64,94,14
11,64,95,18
11,64,96,27
11,64,97,18
11,64,98,13
11,65,26,60
11,65,27,12
11,65,28,181
11,65,32,221
11,65,33,231
11,65,36,22
11,65,37,305
11,65,41,695
11,65,42,643
11,65,46,362
11,65,47,384
11,65,48,799
11,65,49,563
11,65,50,582
11,65,51,590
11,65,52,570
11,65,53,580
11,65,54,545
11,65,55,2
11,65,56,3
11,65,66,96
11,65,67,84
11,65,78,154
11,65,79,138
11,65,87,305
11,65,88,312
11,65,91,5
11,65,92,2
11,65,93,17
11,65,94,21
11,65,95,17
11,66,25,51
11,66,26,19
11,66,27,183
11,66,32,246
11,66,33,200
11,66,36,80
11,66,37,77
11,66,41,559
11,66,42,555
11,66,47,208
11,66,48,324
11,66,49,574
11,66,50,573
11,66,51,570
11,66,52,576
11,66,53,582
11,66,54,587
11,66,55,453
11,66,56,3
11,66,66,92
11,66,67,87
11,66,78,148
11,66,79,157
11,66,87,317
11,66,88,299
11,66,90,5
11,66,92,2
11,67,24,36
11,67,25,30
11,67,26,186
11,67,32,206
11,67,33,242
11,67,37,79
11,67,41,209
11,67,42,780
11,67,55,465
11,67,56,546
11,67,66,242
11,67,67,190
11,67,78,260
11,67,79,26
11,67,87,562
11,67,88,1
11,67,89,5
11,68,24,47
11,68,25,200
11,68,32,168
11,68,33,281
11,68,41,123
11,68,42,215
11,68,43,690
11,68,56,370
11,68,57,645
11,68,58,398
11,68,59,440
11,68,60,374
11,68,61,320
11,68,62,309
11,68,63,305
11,68,64,338
11,68,65,550
11,68,66,368
11,68,67,247
11,68,68,442
11,68,69,386
11,68,70,376
11,68,71,359
11,68,72,285
11,68,73,379
11,68,74,371
11,68,75,189
11,68,76,189
11,68,77,306
11,68,78,73
11,68,79,13
11,68,80,13
11,68,81,1
11,68,82,3
11,68,83,70
11,68,84,231
11,68,85,301
11,68,86,561
11,68,88,2
11,69,24,139
11,69,25,129
11,69,32,150
11,69,33,181
11,69,34,144
11,69,41,116
11,69,42,132
11,69,43,236
11,69,44,549
11,69,57,240
11,69,58,540
11,69,59,438
11,69,60,495
11,69,61,333
11,69,62,313
11,69,63,327
11,69,64,579
11,69,65,380
11,69,66,333
11,69,67,470
11,69,68,315
11,69,69,381
11,69,70,380
11,69,71,405
11,69,72,483
11,69,73,367
11,69,74,370
11,69,75,533
11,69,76,206
11,69,77,82
11,69,78,79
11,69,79,109
11,69,80,10
11,69,81,5
11,69,82,143
11,69,83,336
11,69,84,382
11,69,85,313
11,69,86,2
11,69,87,2
11,70,24,120
11,70,25,135
11,70,33,264
11,70,34,185
11,70,42,206
11,70,43,152
11,70,44,423
11,70,61,246
11,70,62,146
11,70,63,328
11,70,76,376
11,70,77,60
11,70,78,66
11,70,79,61
11,70,80,129
11,70,81,178
11,70,82,457
11,70,83,219
11,71,24,124
11,71,25,135
11,71,33,193
11,71,34,247
11,71,42,142
11,71,43,164
11,71,44,130
11,71,45,370
11,71,61,46
11,71,62,231
11,71,77,371
11,71,78,58
11,71,79,55
11,71,80,259
11,71,81,521
11,72,24,144
11,72,25,121
11,72,33,148
11,72,34,195
11,72,35,122
11,72,43,249
11,72,44,117
11,72,45,137
11,72,46,300
11,72,61,108
11,72,62,128
11,72,76,165
11,72,77,118
11,72,78,131
11,72,79,312
11,72,80,333
11,72,81,65
11,72,82,337
11,73,20,8
11,73,24,172
11,73,25,95
11,73,33,136
11,73,34,198
11,73,35,130
11,73,44,305
11,73,45,105
11,73,46,199
11,73,47,188
11,73,61,145
11,73,62,100
11,73,75,100
11,73,76,127
11,73,77,77
11,73,78,454
11,73,79,238
11,73,81,124
11,73,82,90
11,73,83,354
11,73,84,234
11,74,21,8
11,74,23,82
11,74,24,105
11,74,25,86
11,74,33,98
11,74,34,201
11,74,35,163
11,74,45,342
11,74,46,149
11,74,47,297
11,74,60,95
11,74,61,145
11,74,74,42
11,74,75,97
11,74,76,91
11,74,77,498
11,74,82,75
11,74,83,118
11,74,84,234
11,74,85,283
11,75,21,1
11,75,22,42
11,75,23,75
11,75,24,97
11,75,25,70
11,75,34,210
11,75,35,230
11,75,46,397
11,75,47,186
11,75,48,193
11,75,60,143
11,75,61,93
11,75,74,87
11,75,75,30
11,75,76,409
11,75,77,207
11,75,84,57
11,75,85,164
11,75,86,340
11,75,87,55
11,76,22,24
11,76,23,109
11,76,24,135
11,76,34,98
11,76,35,227
11,76,36,130
11,76,47,499
11,76,48,215
11,76,59,43
11,76,60,63
11,76,61,114
11,76,73,73
11,76,74,10
11,76,75,376
11,76,76,135
11,76,77,143
11,76,78,108
11,76,87,321
11,76,88,89
11,77,23,102
11,77,24,163
11,77,35,176
11,77,36,258
11,77,47,346
11,77,48,386
11,77,59,55
11,77,60,104
11,77,73,20
11,77,74,340
11,77,76,222
11,77,77,183
11,77,78,126
11,77,87,196
11,77,88,234
11,78,24,162
11,78,25,105
11,78,35,126
11,78,36,165
11,78,37,150
11,78,47,161
11,78,48,433
11,78,59,102
11,78,60,63
11,78,73,191
11,78,74,170
11,78,76,133
11,78,77,251
11,78,78,151
11,78,87,131
11,78,88,213
11,78,89,88
11,79,25,132
11,79,36,239
11,79,37,168
11,79,47,290
11,79,48,121
11,79,58,65
11,79,59,100
11,79,73,192
11,79,74,165
11,79,76,91
11,79,77,190
11,79,78,247
11,79,87,149
11,79,88,109
11,79,89,139
11,80,37,385
11,80,46,227
11,80,47,105
11,80,48,104
11,80,58,102
11,80,59,62
11,80,73,268
11,80,74,91
11,80,77,176
11,80,78,218
11,80,79,124
11,80,87,112
11,80,88,159
11,81,38,385
11,81,39,128
11,81,45,201
11,81,46,80
11,81,47,162
11,81,57,58
11,81,58,103
11,81,72,198
11,81,73,155
11,81,77,147
11,81,78,158
11,81,79,192
11,81,87,160
11,81,88,104
11,82,39,284
11,82,40,189
11,82,41,50
11,82,42,44
11,82,44,145
11,82,45,98
11,82,46,204
11,82,57,104
11,82,58,58
11,82,71,127
11,82,72,210
11,82,73,12
11,82,78,199
11,82,79,136
11,82,80,107
11,82,86,76
11,82,87,120
11,82,88,97
11,83,40,221
11,83,41,192
11,83,42,51
11,83,43,155
11,83,44,100
11,83,45,255
11,83,56,62
11,83,57,102
11,83,71,313
11,83,72,26
11,83,78,171
11,83,79,218
11,83,85,72
11,83,86,41
11,83,87,62
11,83,88,130
11,84,41,170
11,84,42,220
11,84,43,71
11,84,44,430
11,84,56,149
11,84,57,7
11,84,70,305
11,84,71,34
11,84,78,161
11,84,79,174
11,84,84,69
11,84,85,45
11,84,86,60
11,85,42,104
11,85,43,323
11,85,44,99
11,85,45,373
11,85,46,151
11,85,55,146
11,85,56,10
11,85,68,87
11,85,69,295
11,85,70,44
11,85,79,105
11,85,80,152
11,85,81,23
11,85,82,33
11,85,83,75
11,85,84,21
11,85,85,22
11,85,86,43
11,86,44,386
11,86,45,52
11,86,46,217
11,86,47,235
11,86,54,151
11,86,55,10
11,86,56,5
11,86,66,89
11,86,67,153
11,86,68,205
11,86,69,57
11,86,80,154
11,86,81,78
11,86,82,56
11,86,83,15
11,87,45,163
11,87,46,59
11,87,47,173
11,87,48,310
11,87,53,178
11,87,54,39
11,87,55,70
11,87,63,180
11,87,64,109
11,87,65,178
11,87,66,146
11,87,67,165
11,87,68,92
11,87,79,64
11,87,80,64
11,87,81,98
11,88,46,111
11,88,47,84
11,88,48,157
11,88,49,341
11,88,50,242
11,88,51,182
11,88,52,252
11,88,53,85
11,88,54,77
11,88,55,75
11,88,56,147
11,88,57,125
11,88,58,117
11,88,59,116
11,88,60,122
11,88,61,136
11,88,62,247
11,88,63,81
11,88,64,187
11,88,65,117
11,88,66,119
11,88,67,38
11,88,79,94
11,88,80,95
11,89,47,56
11,89,48,65
11,89,49,136
11,89,50,247
11,89,51,234
11,89,52,127
11,89,53,127
11,89,54,124
11,89,55,147
11,89,56,127
11,89,57,164
11,89,58,164
11,89,59,165
11,89,60,156
11,89,61,187
11,89,62,75
11,89,63,105
11,89,64,59
11,89,65,57
11,89,78,56
11,89,79,120
11,90,51,76
11,90,52,100
11,90,53,99
11,90,54,111
11,90,55,92
11,90,56,106
11,90,57,85
11,90,58,93
11,90,59,96
11,90,60,98
11,90,61,52
11,90,62,49
11,90,78,47
11,90,79,128
11,91,77,31
11,91,78,43
11,91,79,6
11,91,80,103
11,92,77,50
11,92,78,10
11,92,79,3
11,92,80,2
11,92,81,61
11,93,76,7
11,93,77,11
11,94,76,8
11,94,77,9
11,95,76,6
11,95,77,13
11,96,76,7
11,96,77,11
11,97,76,5
11,97,77,12
11,98,76,7
11,98,77,11
11,99,77,15
12,0,67,4
12,1,66,2
12,1,67,2
12,2,66,3
12,2,67,1
12,3,66,44
12,3,67,3
12,4,66,40
12,4,67,41
12,5,66,44
12,5,67,42
12,6,43,24
12,6,66,44
12,6,67,36
12,7,42,37
12,7,43,45
12,7,66,42
12,7,67,45
12,8,42,38
12,8,43,40
12,8,66,39
12,8,67,41
12,9,42,39
12,9,43,41
12,9,66,37
12,9,67,47
12,10,42,32
12,10,43,35
12,10,44,19
12,10,66,34
12,10,67,43
12,11,43,54
12,11,44,26
12,11,66,38
12,11,67,38
12,12,43,44
12,12,44,36
12,12,66,40
12,12,67,34
12,13,43,41
12,13,44,43
12,13,66,38
12,13,67,37
12,14,43,232
12,14,44,202
12,14,66,35
12,14,67,39
12,15,40,83
12,15,41,409
12,15,42,454
12,15,43,285
12,15,44,385
12,15,45,694
12,15,46,441
12,15,47,5
12,15,66,31
12,15,67,41
12,16,39,42
12,16,40,685
12,16,41,758
12,16,42,472
12,16,43,343
12,16,44,688
12,16,45,612
12,16,46,829
12,16,47,664
12,16,48,10
12,16,49,25
12,16,66,285
12,16,67,33
12,17,38,31
12,17,39,974
12,17,40,434
12,17,42,308
12,17,43,499
12,17,47,720
12,17,48,1168
12,17,49,5
12,17,50,20
12,17,66,236
12,17,67,249
12,18,37,11
12,18,38,994
12,18,49,1169
12,18,50,6
12,18,51,17
12,18,66,256
12,18,67,242
12,19,37,764
12,19,38,172
12,19,39,148
12,19,50,1169
12,19,51,12
12,19,52,7
12,19,66,243
12,19,67,251
12,20,36,785
12,20,37,90
12,20,38,139
12,20,39,179
12,20,51,1160
12,20,52,12
12,20,66,231
12,20,67,255
12,21,21,70
12,21,22,206
12,21,23,190
12,21,24,182
12,21,25,190
12,21,26,188
12,21,27,161
12,21,28,256
12,21,29,236
12,21,30,231
12,21,31,236
12,21,32,248
12,21,33,375
12,21,34,333
12,21,35,806
12,21,36,253
12,21,37,475
12,21,38,146
12,21,39,122
12,21,40,70
12,21,51,394
12,21,52,983
12,21,66,248
12,21,67,248
12,22,20,112
12,22,21,299
12,22,22,161
12,22,23,179
12,22,24,192
12,22,25,182
12,22,26,188
12,22,27,301
12,22,28,243
12,22,29,249
12,22,30,252
12,22,31,254
12,22,32,254
12,22,33,233
12,22,34,599
12,22,35,157
12,22,38,576
12,22,39,174
12,22,40,57
12,22,52,563
12,22,53,887
12,22,66,241
12,22,67,246
12,23,19,132
12,23,20,289
12,23,38,395
12,23,39,415
12,23,53,649
12,23,54,875
12,23,66,327
12,23,67,236
12,24,18,149
12,24,19,279
12,24,38,578
12,24,39,236
12,24,54,715
12,24,55,828
12,24,66,313
12,24,67,302
12,25,17,160
12,25,18,258
12,25,37,432
12,25,38,231
12,25,39,175
12,25,55,747
12,25,56,800
12,25,57,14
12,25,66,302
12,25,67,298
12,26,16,179
12,26,17,238
12,26,36,321
12,26,37,222
12,26,38,303
12,26,56,780
12,26,57,764
12,26,58,26
12,26,59,74
12,26,66,301
12,26,67,306
12,27,15,276
12,27,16,143
12,27,17,61
12,27,35,187
12,27,36,259
12,27,37,399
12,27,57,822
12,27,58,736
12,27,59,46
12,27,66,301
12,27,67,300
12,28,16,286
12,28,35,267
12,28,36,552
12,28,58,904
12,28,59,646
12,28,66,366
12,28,67,302
12,29,15,164
12,29,16,172
12,29,35,400
12,29,36,401
12,29,58,428
12,29,59,719
12,29,60,440
12,29,66,327
12,29,67,600
12,30,15,174
12,30,16,178
12,30,35,515
12,30,36,282
12,30,59,655
12,30,60,866
12,30,66,529
12,30,67,509
12,31,15,176
12,31,16,168
12,31,34,369
12,31,35,204
12,31,36,331
12,31,59,84
12,31,60,759
12,31,61,698
12,31,66,582
12,31,67,458
12,32,15,165
12,32,16,171
12,32,33,268
12,32,34,154
12,32,35,447
12,32,36,226
12,32,37,184
12,32,60,141
12,32,61,907
12,32,62,438
12,32,65,270
12,32,66,534
12,32,67,590
12,33,15,169
12,33,16,175
12,33,36,552
12,33,37,295
12,33,61,195
12,33,62,1136
12,33,65,843
12,33,66,426
12,33,67,672
12,33,68,931
12,33,69,761
12,34,15,148
12,34,16,195
12,34,36,278
12,34,37,423
12,34,38,167
12,34,61,110
12,34,62,148
12,34,63,1094
12,34,64,1008
12,34,65,445
12,34,66,897
12,34,67,539
12,34,68,615
12,34,69,768
12,34,70,1262
12,35,15,181
12,35,16,157
12,35,37,483
12,35,38,371
12,35,62,197
12,35,63,321
12,35,64,461
12,35,65,761
12,35,71,1268
12,36,15,140
12,36,16,197
12,36,37,412
12,36,38,378
12,36,39,72
12,36,62,277
12,36,63,315
12,36,64,624
12,36,72,1270
12,37,16,206
12,37,17,132
12,37,37,513
12,37,38,328
12,37,62,409
12,37,63,762
12,37,73,1265
12,38,16,172
12,38,17,163
12,38,36,337
12,38,37,488
12,38,38,24
12,38,61,256
12,38,62,668
12,38,63,292
12,38,73,597
12,38,74,918
12,38,90,269
12,38,91,292
12,39,16,173
12,39,17,166
12,39,36,745
12,39,37,49
12,39,61,765
12,39,62,460
12,39,73,325
12,39,74,704
12,39,75,579
12,39,92,292
12,40,17,303
12,40,35,741
12,40,36,21
12,40,37,23
12,40,38,23
12,40,60,679
12,40,61,480
12,40,62,84
12,40,74,584
12,40,75,968
12,40,93,292
12,41,17,43
12,41,18,283
12,41,34,757
12,41,35,27
12,41,36,79
12,41,37,34
12,41,38,22
12,41,59,629
12,41,60,480
12,41,61,150
12,41,74,41
12,41,75,688
12,41,76,895
12,41,94,292
12,42,18,136
12,42,19,324
12,42,20,316
12,42,21,258
12,42,32,60
12,42,33,778
12,42,34,43
12,42,35,91
12,42,36,65
12,42,37,116
12,42,58,574
12,42,59,513
12,42,60,266
12,42,75,70
12,42,76,769
12,42,77,791
12,42,94,292
12,43,17,174
12,43,18,76
12,43,19,197
12,43,20,263
12,43,21,340
12,43,22,373
12,43,23,246
12,43,31,93
12,43,32,755
12,43,33,44
12,43,34,62
12,43,56,45
12,43,57,558
12,43,58,563
12,43,59,172
12,43,75,90
12,43,76,24
12,43,77,817
12,43,78,695
12,43,92,134
12,43,93,296
12,44,16,194
12,44,17,61
12,44,18,183
12,44,22,226
12,44,23,364
12,44,24,374
12,44,25,668
12,44,29,74
12,44,30,133
12,44,31,758
12,44,32,63
12,44,33,38
12,44,56,543
12,44,57,624
12,44,58,145
12,44,76,56
12,44,77,28
12,44,78,945
12,44,79,464
12,44,90,125
12,44,91,220
12,44,92,279
12,45,15,209
12,45,16,44
12,45,17,167
12,45,24,412
12,45,25,415
12,45,26,929
12,45,27,114
12,45,28,125
12,45,29,94
12,45,30,750
12,45,31,39
12,45,55,525
12,45,56,662
12,45,57,112
12,45,77,56
12,45,78,30
12,45,79,1187
12,45,89,202
12,45,90,181
12,45,91,251
12,46,14,215
12,46,15,50
12,46,16,157
12,46,27,882
12,46,28,84
12,46,29,726
12,46,54,481
12,46,55,749
12,46,56,84
12,46,57,5
12,46,78,62
12,46,79,25
12,46,80,1202
12,46,81,195
12,46,82,169
12,46,83,161
12,46,84,142
12,46,85,146
12,46,86,118
12,46,87,174
12,46,88,245
12,46,89,176
12,46,90,195
12,47,11,209
12,47,12,183
12,47,13,225
12,47,14,83
12,47,15,138
12,47,27,416
12,47,28,968
12,47,29,341
12,47,53,417
12,47,54,798
12,47,56,10
12,47,57,7
12,47,79,61
12,47,80,42
12,47,81,1156
12,47,82,200
12,47,83,176
12,47,84,190
12,47,85,205
12,47,86,292
12,47,87,194
12,47,88,196
12,47,89,112
12,48,12,151
12,48,13,102
12,48,14,74
12,48,28,924
12,48,29,786
12,48,52,272
12,48,53,602
12,48,54,375
12,48,56,7
12,48,57,7
12,48,58,4
12,48,82,1044
12,48,83,133
12,48,84,142
12,48,85,257
12,48,86,200
12,48,87,195
12,49,28,841
12,49,29,862
12,49,52,688
12,49,53,536
12,49,57,11
12,49,58,5
12,49,83,959
12,49,84,165
12,50,28,845
12,50,29,861
12,50,51,532
12,50,52,435
12,50,53,311
12,50,57,11
12,50,83,456
12,50,84,659
12,51,28,850
12,51,29,868
12,51,50,329
12,51,51,479
12,51,52,476
12,51,83,295
12,51,84,492
12,51,85,367
12,52,28,647
12,52,29,1071
12,52,50,652
12,52,51,598
12,52,84,515
